identifier;source volume(M.m3/year)
Unit #JS000111U;1.592
Plant #AV200723X;643.17
Unit #WH000294E;2.344
Unit #ZF000532E;5.066
Unit #PK000114Z;2.056
Plant #IS200697Q;162.051
Unit #HV000650D;2.432
Module #OJ100175V;94.881
Unit #CY001392D;1.343
Unit #SM001475Z;3.752
Module #UJ100373C;15.454
Unit #CK001107S;5.495
Module #LQ100161T;32.342
Unit #PC000817V;8.19
Unit #EP000075R;10.282
Module #NJ100937P;105.27
Unit #RI000460S;4.782
Unit #YT001183A;3.868
Unit #TQ000462O;7.763
Module #IY100001R;97.29
Module #FE100268Y;61.184
Unit #PT000564H;2.228
Unit #PJ001188C;2.163
Module #AB101214M;98.278
Plant #AA200686E;223.293
Module #YW100988H;62.191
Unit #NN000745C;4.797
Unit #BE000790O;2.671
Unit #MQ001288P;5.316
Module #PL100930Z;84.585
Unit #RZ000172Y;1.444
Unit #JB000627M;3.514
Plant #FB200389S;969.003
Unit #ZA000066R;4.658
Module #HV100362E;53.324
Unit #OU000792K;2.021
Module #XN100245Q;21.812
Unit #TX001176R;6.123
Unit #BF000571Z;1.566
Module #CK100879P;90.916
Unit #SU000990G;5.288
Module #OS100845A;89.802
Unit #XL000715D;5.883
Module #YY100811N;71.418
Unit #EZ000206I;6.389
Unit #JK000839K;10.128
Unit #LO001321E;7.619
Unit #MP001562J;9.768
Unit #FG001549T;1.167
Unit #KD001561Z;1.652
Module #YV100538B;102.465
Unit #NW001614Y;7.851
Unit #VH000552D;4.002
Unit #CW001058Y;9.435
Plant #NZ200064A;762.864
Plant #JU300262A;307.556
Module #MN100269O;25.895
Unit #QW001054G;5.319
Unit #VB000862L;3.792
Plant #GW200677O;145.132
Unit #HW000333S;0.547
Unit #KR001148W;7.971
Unit #QU000070J;5.249
Module #FY100356B;101.553
Unit #OQ001089P;6.87
Unit #QX001019G;2.197
Unit #QB001606G;0.593
Unit #GP001598W;6.703
Module #AC100676S;93.556
Unit #AH000338P;4.141
Unit #WI000896Q;8.79
Unit #IJ001251Y;4.641
Module #RS101191L;38.544
Unit #MD000401G;5.385
Unit #GJ001360K;8.336
Plant #AL200216U;189.872
Unit #RO000545T;5.916
Unit #WE000148J;4.49
Unit #CG000303I;9.494
Unit #YZ000914E;5.252
Unit #KZ000431H;9.052
Unit #TM001229F;0.654
Module #UP101116C;32.46
Module #EK100946K;59.261
Module #PL100618R;24.858
Unit #GD001248Q;1.855
Module #UI100613K;49.932
Module #SE101197G;106.618
Unit #ZE000363O;1.084
Module #IC100282S;93.311
Module #CZ100127B;45.718
Module #YC100221S;95.477
Unit #ZU000451S;0.969
Unit #DK000709W;5.538
Plant #TX200627F;1073.054
Module #EJ101221D;92.189
Unit #YL000580A;4.739
Plant #OA200532Y;75.874
Unit #RZ000946L;5.522
Unit #AN001381N;5.128
Unit #DK000518X;5.821
Unit #ZO001404T;6.327
Module #AU100102S;62.772
Module #SF100068C;71.045
Unit #IF000813W;2.465
Unit #XZ001024G;2.214
Plant #BF200128C;903.176
Module #RB101184T;97.093
Module #UR101047C;79.059
Unit #XI000261A;6.083
Unit #NP001619T;2.924
Plant #IU200008Y;828.561
Unit #RB000141I;1.076
Unit #KV000911G;6.08
Unit #CI000468M;4.489
Unit #UC000100W;4.011
Module #CF100792K;92.292
Plant #PY300153X;248.886
Plant #UP300019B;5400.35
Module #LR101216N;93.905
Unit #CY001179T;7.525
Unit #AX000023Z;4.12
Module #ZG101092G;96.312
Module #YQ100044Q;71.019
Unit #TQ001534Z;8.647
Unit #HS000221T;7.223
Module #AU101042Q;24.09
Unit #UB000577Z;2.703
Unit #MO000948B;6.361
Unit #TE000270B;3.766
Module #FO100206A;70.081
Plant #LS200586I;80.055
Module #DV100586H;91.48
Module #UA100053W;93.961
Unit #LW001165S;1.51
Unit #YJ000671T;6.043
Unit #AL000019U;0.626
Module #YI100465T;83.147
Module #MS100696P;56.921
Module #AH100296E;54.785
Unit #VJ000919U;7.026
Module #FU101165P;32.236
Plant #FV200373X;128.006
Unit #HF000522S;5.78
Unit #ZL000314D;3.067
Unit #DI001174O;5.53
Module #PO100615F;72.292
Unit #NK000957Y;4.88
Unit #UI001612C;7.566
Unit #EL000439V;5.051
Module #ZJ100513V;80.942
Module #JL100669S;96.437
Module #RQ100029Q;21.422
Module #KK100358U;41.309
Unit #RM001178Y;2.26
Plant #QG200496U;359.181
Unit #LV001311M;5.077
Unit #PV001628H;7.831
Unit #XQ001082S;1.366
Unit #DG001124L;7.136
Unit #UN001388E;2.064
Unit #PM000145H;2.944
Module #FQ100293Q;73.85
Unit #JZ000394T;5.302
Plant #CY200471U;225.819
Unit #QO000668N;3.997
Unit #AC001001Q;4.125
Module #PF100525P;72.918
Module #YW100375V;81.329
Unit #TX001643O;0.97
Module #ZJ101079E;81.051
Module #BI100257Q;53.026
Module #NS100898L;51.866
Module #KY100540Q;67.89
Unit #MO001586P;3.051
Unit #XK000601L;2.974
Unit #CN000366N;6.784
Unit #TX000246X;1.976
Module #TY100083C;91.344
Unit #IG000014Z;2.67
Module #RT100138J;32.978
Unit #BH000017K;2.782
Unit #KX000669B;7.181
Unit #OD001479K;2.81
Unit #XZ000083K;5.667
Module #TF100406X;101.2
Module #WD100382T;91.018
Unit #VA000698H;5.461
Unit #MG001365B;6.664
Unit #HK001492A;5.472
Module #FL100730S;61.773
Module #WM100843U;26.922
Unit #JD001596J;3.601
Module #BE100805X;94.028
Unit #PL001456G;0.656
Unit #GS000150S;2.123
Module #LS100100H;68.232
Module #FI100036P;48.46
Unit #LM001295H;4.65
Unit #NS001524F;8.979
Plant #XD200491Q;774.234
Module #XS100037W;48.956
Unit #JL000277G;1.844
Unit #MB000823D;1.521
Plant #ZV200202W;925.163
Unit #RW001267W;8.44
Module #RC101026S;91.097
Module #SI100386O;30.358
Module #RA101206R;39.268
Plant #JJ200707O;199.793
Module #AH100183Z;6.978
Unit #LH000012P;9.671
Unit #XS000484P;6.685
Unit #HC000637U;3.834
Module #GM100211I;69.843
Unit #QG000243H;4.632
Unit #LV001122V;0.659
Unit #GU000714M;5.76
Module #DK101215T;98.043
Unit #FQ000815S;5.904
Unit #JN001278H;1.829
Unit #BT001200K;5.479
Module #QY100896W;87.436
Unit #NR000259C;5.932
Unit #TP001542K;9.26
Unit #HN001103E;4.588
Unit #CN001049O;5.259
Unit #SZ001076P;2.953
Unit #JW000551A;1.327
Unit #EV000072I;10.046
Unit #HA001368B;6.953
Plant #UI200639L;329.555
Unit #YY000853D;4.711
Unit #WA000257L;2.841
Unit #OV001025F;1.338
Unit #TG001035C;10.243
Unit #JB000910G;7.736
Module #BW100111W;101.009
Unit #AX001626E;5.375
Unit #WN000171F;1.818
Unit #IV000561E;7.346
Unit #MY000721T;3.748
Module #YQ100385U;93.196
Unit #HD000772X;3.58
Plant #NJ200089E;969.032
Unit #GX001160E;3.922
Unit #EF001284W;6.506
Plant #WG300188X;630.719
Plant #ZK200457D;801.827
Unit #RD000454B;0.967
Unit #LH001396A;3.829
Unit #BI001330N;2.619
Unit #SM000569J;5.85
Unit #ON000624O;3.143
Module #EX100569C;22.347
Unit #BU000204U;2.377
Module #JV101087C;19.423
Unit #GU000478X;4.224
Unit #AA001003J;0.668
Unit #NI000410S;9.566
Unit #YA000038W;6.917
Module #LO100508B;29.82
Unit #AU000239R;5.876
Module #QR100871G;47.638
Unit #RX000488D;7.209
Unit #DC000537K;2.771
Unit #VP000744X;1.697
Unit #IF001630L;7.214
Unit #CU000411G;4.765
Unit #WI001009W;4.816
Module #NM100253A;97.713
Module #EM100527H;102.777
Module #MH101108L;89.415
Plant #NH200312M;41.061
Module #PF100728A;55.151
Unit #CA000177K;5.834
Unit #SD001380M;6.524
Unit #KW000116D;10.375
Unit #PO001268L;3.254
Module #HJ100261M;89.311
Unit #RY001616C;8.343
Unit #XF000609Y;4.822
Unit #LL000675T;6.429
Unit #TF001090Z;6.623
Plant #BX200129S;962.403
Unit #IX001610F;7.743
Unit #DS000689C;10.151
Plant #YK200425D;747.906
Unit #HY000574S;4.134
Module #FE100248G;47.539
Unit #LT000746Y;7.514
Unit #ET001527E;3.934
Unit #VP000956T;7.178
Unit #XO001034W;8.743
Unit #DX001371Q;5.023
Unit #ZO000194O;4.166
Plant #AP200542P;158.762
Unit #UZ001108M;4.971
Unit #GH001482A;6.932
Unit #ZR000559A;7.921
Plant #MC200188D;60.24
Plant #NR200631I;1084.427
Unit #ZM001526O;9.692
Unit #ET001528X;3.295
Unit #DN000508V;1.013
Module #WW101085X;15.958
Module #SM100854V;83.352
Unit #SC001306A;2.664
Unit #OB000088T;4.807
Module #YO100523G;5.42
Module #CQ100659S;67.441
Module #RN101016Z;14.697
Unit #CE000589Q;5.963
Unit #NL000474B;0.771
Unit #BT000323M;5.217
Module #JF100979A;101.31
Module #BU100454Q;69.385
Unit #ZT000244J;5.243
Unit #GA000233V;5.773
Plant #ZA200550F;71.431
Plant #HR200268W;558.918
Unit #AP001101S;0.545
Unit #FE000854U;2.25
Plant #NX200338D;925.728
Unit #FH000399W;4.997
Module #OW101219S;92.03
Unit #TG001537Q;6.034
Module #XN100307O;85.449
Unit #SL001262S;7.792
Unit #SP000234C;0.996
Plant #XT200294Z;1022.145
Module #VH100414Q;62.082
Unit #VM000587L;3.09
Plant #QP200056S;134.201
Module #XY100516R;39.41
Unit #OO001434F;5.362
Unit #UX001384N;6.669
Unit #LO000597I;6.662
Plant #IK200376C;206.832
Unit #IR000438A;10.292
Unit #XC000288T;6.787
Unit #XK000340Y;8.845
Unit #IX000777S;10.701
Unit #JW000062U;4.54
Unit #RZ000774M;6.275
Unit #EB001452S;8.185
Unit #HB000223K;3.88
Plant #JQ300255V;741.079
Unit #PI001023Z;6.3
Unit #MM000500V;1.519
Unit #MN000358O;5.746
Unit #BM000634G;1.199
Unit #JS000770E;1.308
Unit #RQ000642F;4.356
Unit #PE001401Z;1.659
Unit #DG000692O;6.265
Unit #BG001547M;1.963
Unit #GB001584X;8.26
Plant #HE200701N;571.45
Unit #YN001449R;6.214
Module #WQ100532D;89.012
Unit #DL000212D;2.247
Unit #VD000112F;1.476
Unit #QW000237W;2.829
Module #CI101060V;87.184
Unit #UR000878M;6.992
Module #NO100608U;83.566
Plant #QN200179P;279.071
Unit #AO000748X;3.534
Unit #SJ000173X;3.72
Module #IQ100542P;33.827
Module #HF100880L;71.39
Plant #KX200150B;407.496
Module #BE100488Y;45.422
Unit #EU000602P;6.178
Module #VA100058H;92.211
Module #MG101021T;96.902
Unit #GT001579K;1.352
Plant #HY300090F;15.989
Unit #QQ000981Z;8.732
Plant #XJ300044L;1763.335
Unit #OS000375V;8.962
Unit #FX000057Y;0.502
Unit #HN000465H;0.98
Unit #VT001293P;6.586
Unit #HT001331T;3.956
Unit #WG000818R;4.424
Unit #ZF000554P;7.753
Unit #RN000356G;2.419
Unit #JE000418Z;7.405
Unit #XP001286V;2.347
Module #PR100825V;88.573
Unit #KT001223M;4.077
Unit #HT001241U;1.111
Unit #DK000003O;6.986
Unit #KY001180Y;2.294
Unit #JB000852I;6.084
Unit #JN000035Z;3.684
Unit #CQ001316A;8.431
Unit #PJ000420G;6.677
Unit #US001016D;6.78
Plant #VY300257V;8.854
Module #XY100278L;99.266
Unit #EK000122Q;2.795
Unit #TP000893F;2.128
Unit #PP001538L;4.174
Unit #EI001218O;2.493
Unit #MP000841C;5.614
Unit #NJ000570N;4.468
Module #IB100548X;95.849
Unit #IY000025D;9.068
Unit #BQ000480M;2.666
Unit #DJ000766C;9.641
Unit #AD001438T;6.19
Module #ZV101097Z;29.492
Module #ZK101205J;94.658
Module #IB100009Y;27.882
Unit #QX001245G;4.747
Module #MF100397I;26.563
Unit #TN000108W;2.599
Unit #TQ000791K;5.745
Unit #OZ001285U;1.379
Module #OO100806J;98.505
Unit #JE000543D;1.167
Module #EM100961T;74.841
Module #BW100568Z;58.729
Unit #SA000463P;4.507
Module #BH100011Q;86.192
Module #BX100958Z;45.359
Module #MT100042O;101.979
Module #GA100624N;58.485
Unit #LF001473U;8.559
Unit #UE001577L;1.637
Unit #DB000623K;6.431
Unit #QP000630G;5.513
Module #QS100065A;18.508
Module #GO100517F;104.64
Unit #VU000180F;1.723
Unit #TA000725Z;8.805
Module #FS100311V;54.397
Unit #YB001370V;7.271
Module #BI100355O;63.233
Plant #UO200060M;1025.733
Unit #UA000291P;3.72
Unit #RG000605W;6.731
Unit #ER000788M;4.889
Unit #JL000455Y;8.774
Unit #ZR000897V;3.031
Module #TB100767Y;91.484
Unit #LJ001242N;7.52
Unit #BG000367Z;6.781
Unit #LD000330S;3.56
Unit #DO001119V;4.953
Plant #CY200326O;61.904
Module #EF100853W;57.465
Unit #WR001374B;2.669
Plant #OW200170R;1063.662
Unit #JA001300U;2.714
Module #HG100254N;91.939
Unit #YN000951I;5.95
Unit #LC000199M;5.996
Unit #TB001002C;1.989
Module #UO101128O;69.227
Unit #KN001421B;7.049
Unit #NF000701E;7.037
Unit #TH000325P;5.602
Plant #NY300169X;55.807
Unit #UF000860C;4.266
Unit #SG000539R;5.727
Unit #KO000978W;5.443
Unit #TB000287W;1.225
Unit #NG001430N;3.74
Unit #FL000845S;1.11
Unit #QX001631O;9.241
Plant #UL200794Q;921.536
Unit #ZW001305C;6.089
Plant #CV200329M;973.487
Unit #YA000020Z;3.216
Unit #GM000614Z;9.689
Unit #DE000207F;7.839
Unit #EW000486T;9.801
Unit #NE001087Q;6.62
Unit #ER000285H;5.931
Unit #JG000266T;2.013
Unit #JT000382C;4.055
Unit #DY001158N;2.706
Unit #SC000995O;5.515
Unit #SK001546U;7.539
Unit #US000442Z;4.433
Unit #SG000050F;1.759
Module #RK101072A;60.9
Plant #EN300050K;2781.646
Unit #YB000688K;0.983
Unit #TV001244G;2.795
Module #LP101090M;93.626
Unit #PF001532R;1.968
Unit #YA000308T;1.396
Unit #IU000298T;1.292
Module #LH100732T;6.64
Module #OR100218I;89.783
Unit #QA000052E;4.513
Unit #NG001325L;2.769
Module #BV100654K;39.107
Plant #HF200424N;173.427
Unit #BC001441U;3.838
Unit #II001355X;1.104
Unit #KY000833O;1.743
Module #XX100204G;79.063
Unit #AE000968A;6.462
Unit #EM000712W;5.315
Unit #VC000449Q;6.856
Unit #TB001047H;5.058
Module #GK101220R;97.84
Unit #VN000081Z;0.636
Module #EP100646C;59.869
Unit #UB000105Z;1.796
Unit #IU001069Y;3.059
Unit #JQ001279W;2.648
Unit #EV000530P;0.924
Unit #ZU000631L;5.171
Unit #EJ001156M;0.912
Unit #RJ000700F;5.825
Module #FQ100417P;103.659
Module #HT100412H;97.558
Module #CJ100000T;78.102
Unit #UD001210L;9.443
Unit #AA000780E;1.13
Unit #BS000275I;1.345
Unit #TR000222R;3.757
Module #YQ100339J;103.029
Unit #SB000435Y;1.773
Unit #JG000952U;4.025
Unit #JY000511G;3.137
Unit #BK000942J;7.666
Plant #TR200805S;934.962
Module #VR100867P;84.933
Unit #JW001142U;2.38
Module #VS100152P;13.177
Module #NC100240L;45.849
Unit #ZI000086P;6.91
Unit #NJ000603T;4.756
Module #WE100556O;97.126
Unit #TM001350M;10.402
Unit #PP000877V;1.944
Unit #VD000310B;1.899
Unit #SF001572Y;5.972
Unit #SN001240J;7.613
Unit #GK001397E;1.131
Unit #CS000998W;5.415
Module #NX100992R;107.351
Unit #OA000960B;9.099
Module #RB101081T;69.991
Unit #VJ000936O;4.613
Unit #RL000816U;1.61
Unit #NP000118D;1.005
Unit #WA001161E;10.376
Unit #OV001414H;8.034
Unit #JX000178N;9.251
Unit #MY000159L;1.284
Module #FS100703N;84.92
Module #YC100773E;84.004
Unit #EA000381S;7.784
Unit #LH000846V;2.889
Module #AJ100789A;37.356
Unit #SA000174Y;5.293
Unit #IA001227H;3.102
Unit #VN001611T;7.031
Unit #NU000502W;2.424
Module #QL100894D;77.932
Unit #AD000808V;4.813
Unit #AQ001155Y;5.703
Unit #QE001497K;5.866
Module #XC100313V;89.2
Unit #EY000360X;5.612
Unit #CO000446Y;2.103
Unit #YD001150Z;1.455
Unit #TF000473A;4.843
Module #SG100317C;96.321
Module #CC100158T;62.339
Unit #YD000026G;5.461
Plant #LB200309R;134.62
Unit #RI000290F;3.527
Module #WN100526V;12.635
Module #HS101213G;87.527
Unit #MS000584U;5.155
Unit #LM000729X;5.844
Unit #NA000255D;7.199
Unit #ZA000615K;7.168
Plant #EM200494H;1036.831
Module #SA100913S;47.818
Module #YT100013O;84.071
Unit #BJ000517S;3.275
Unit #DF000359H;5.355
Unit #MA000573I;4.749
Unit #AW000440E;4.882
Module #FJ100912Q;67.664
Module #QO101014R;26.995
Unit #ZW000760D;7.65
Unit #GA001068Z;6.938
Module #DU100095V;34.75
Unit #XA001510J;4.132
Module #YW100952Q;57.93
Unit #KI001125Y;8.085
Module #BX100921D;74.954
Unit #QR001126T;6.274
Module #IC101036I;78.823
Unit #UD000737R;4.632
Unit #RA000940G;5.913
Module #MT100069L;60.811
Module #QJ100761F;63.487
Module #LE100582Y;84.138
Plant #JX300074X;1190.078
Unit #SU000350C;5.617
Module #FX100681P;96.613
Unit #JC001096J;2.873
Module #BD100539F;83.927
Unit #ON001535T;4.478
Unit #EI001344E;6.815
Unit #DU001457B;3.596
Unit #KA000274W;2.152
Unit #KG001423U;5.241
Module #NR100682J;72.666
Unit #LN000802B;2.206
Unit #ZO000705Q;6.868
Unit #BJ000104R;2.189
Unit #KF000881E;8.471
Unit #GI000696H;3.169
Unit #PA001499L;4.249
Unit #SL001186O;5.967
Unit #HC000550M;9.716
Unit #LO000385I;1.574
Module #IA100662B;86.663
Unit #MW000921P;9.507
Unit #FK000831O;5.513
Unit #EO001287E;1.176
Unit #XP001018B;6.556
Unit #VD000461I;1.045
Module #AR101228A;50.013
Module #IX100981Z;82.378
Unit #YC001102E;4.546
Module #SQ100591W;34.493
Module #HA100675B;12.217
Unit #AD000775J;1.469
Unit #QA000620S;0.594
Unit #DE000886Y;7.898
Module #IP101200Z;74.507
Unit #OZ000931L;7.488
Unit #HI000001L;2.849
Unit #NO000000B;9.07
Unit #VZ001083D;7.544
Module #OA100743V;99.787
Unit #MI000009Q;8.29
Module #QM101102F;61.043
Unit #VN000319B;8.071
Unit #NW001187C;5.477
Unit #VZ000734Z;7.206
Module #HP101107T;72.051
Module #LZ100680K;34.716
Plant #KA300001C;895.622
Unit #PE000980P;4.907
Unit #XM000941Z;7.711
Unit #ZM000005X;1.393
Unit #BQ001437U;3.526
Module #ZV100428Y;62.134
Unit #TE001106A;2.405
Unit #GG000935J;7.692
Unit #KT001294I;6.148
Unit #JX001191O;3.309
Unit #GT001137I;5.217
Unit #ED000820Z;7.286
Plant #TQ200222M;266.79
Unit #AW000751E;4.742
Unit #DF001167G;0.601
Unit #UT000719Y;2.578
Module #MK100616W;76.167
Unit #TN001539Z;6.154
Unit #OP000408A;6.416
Plant #HJ200804H;686.578
Unit #QY000972B;2.469
Unit #QT001339W;0.464
Module #CG100485Q;65.96
Plant #JE200726R;856.183
Unit #MK001143S;0.821
Plant #FD200080A;170.617
Unit #RF000905N;1.388
Module #CN101054K;101.129
Unit #AZ000920Y;2.747
Unit #EX001364T;5.102
Unit #ZR000106J;0.981
Unit #PA000286J;4.228
Unit #JA000963W;1.836
Unit #UI000307G;6.736
Unit #XF001132Q;3.505
Unit #ZD000547E;1.504
Unit #EB001055Z;5.997
Unit #MS000859K;6.865
Module #RD101067G;31.15
Unit #EA001274W;6.702
Unit #SJ000638E;5.83
Unit #QR000812T;10.028
Module #ZZ100645M;94.409
Unit #OG000337K;6.337
Unit #TH000200W;5.177
Plant #XG200065J;960.49
Module #UL100666L;43.591
Module #LY100163D;58.121
Unit #HY001363D;4.669
Unit #PG000842I;3.606
Unit #VF001433C;4.249
Unit #XG001189K;5.131
Unit #GT000368W;2.508
Unit #AP001181G;9.066
Unit #JB001589V;1.407
Module #JH101002E;37.99
Module #HB100015H;22.428
Module #XN100782A;39.036
Unit #PB001169N;5.787
Unit #NZ000686W;2.713
Module #JC100777Z;14.026
Unit #IH001599V;6.17
Unit #IZ000901P;5.747
Unit #HG001506Q;10.04
Module #IL101017P;97.47
Unit #MS001558H;5.08
Module #SR100344C;8.847
Unit #QO000789S;6.891
Module #PZ100230N;25.562
Unit #GM001522Z;0.666
Unit #YB000240T;4.293
Unit #RO000144F;8.152
Module #AA100184R;33.745
Unit #XO001061E;2.837
Unit #JQ000918C;2.545
Plant #ZO200597X;964.752
Unit #FW001109G;6.023
Unit #WQ000415I;4.156
Unit #GD000567Z;2.015
Unit #TM000297U;5.024
Unit #HT000311P;1.717
Unit #BC001146E;5.192
Unit #XF001543C;0.754
Unit #DV001266B;2.844
Unit #NZ001588Y;2.898
Unit #MO000241I;9.548
Unit #UT001114R;6.293
Unit #FY000891E;7.42
Module #YJ100775H;26.835
Module #WE101120Y;21.333
Unit #TT000429S;7.098
Unit #CU001625D;2.578
Module #XW100093F;14.559
Module #KD100997Q;53.508
Unit #VT000279X;5.874
Unit #AJ001446L;7.751
Module #FG101082J;98.628
Unit #ZX000643Q;4.395
Unit #KM000457U;6.573
Module #QM101064C;51.527
Unit #LB000864U;7.115
Unit #CL001496V;6.289
Unit #TM000049F;1.535
Unit #FL001152O;3.441
Unit #AY000837E;0.597
Unit #LI000706S;5.613
Unit #MQ000635X;3.377
Unit #NO000598E;5.404
Unit #CP000085I;2.828
Module #HG100076G;63.324
Module #DV100595K;66.575
Module #JH100874R;16.962
Unit #XJ000387Y;0.665
Unit #NW000944E;7.439
Unit #BF000681O;5.911
Unit #SO001617D;3.079
Unit #NW001185T;6.871
Unit #EG001369S;3.775
Unit #PK000555F;7.96
Unit #VM000599F;3.145
Module #YA100430U;88.866
Unit #DP001042T;2.42
Unit #JM000164J;1.482
Unit #LU001290V;5.594
Unit #VA000426T;3.412
Unit #TW000364M;5.631
Unit #XV000152R;3.414
Unit #EB000103W;1.389
Unit #TS001508U;0.71
Unit #MT000167L;4.587
Module #VH100408J;52.514
Module #SY101125Q;34.376
Unit #AK000099O;4.791
Unit #BC000588R;1.882
Unit #WX001357B;8.469
Unit #DJ000900A;7.815
Module #JQ101168W;71.941
Unit #DF001450E;6.875
Module #FS100721T;28.989
Unit #EM001206W;4.968
Module #ZI100505L;67.719
Unit #OI000315E;4.965
Unit #CW000214F;3.463
Module #UM100447L;36.988
Module #MG100975W;36.452
Unit #SD001259T;5.598
Module #DZ100323T;92.366
Module #RY100012J;88.15
Unit #AW000034Q;1.703
Module #JT100469V;32.122
Unit #UL001454H;2.518
Unit #AU000256I;5.919
Unit #OM001153I;1.227
Unit #XV000651V;4.137
Unit #YN001127B;4.344
Unit #DD001629W;7.676
Unit #CP000693V;6.777
Unit #EK000510A;5.244
Unit #MW000162B;7.393
Unit #TF000647D;3.482
Unit #MU000969Z;6.209
Unit #YM000131A;6.385
Unit #XW000848Y;2.89
Unit #YK001022R;6.779
Unit #VG001594P;6.254
Unit #ZV000479X;1.87
Unit #UQ000690M;10.361
Module #AT101101B;85.147
Unit #ES001604O;1.064
Unit #PL001329O;2.303
Unit #JO001064S;7.086
Unit #PH000491Q;7.322
Module #TY100096S;88.584
Unit #YX000653W;6.517
Unit #YC000404Q;1.674
Unit #MZ000575G;2.568
Module #QY100177V;27.349
Unit #DE000302B;4.071
Unit #QF001030R;0.89
Unit #ZA000147T;1.108
Unit #BW000135J;0.514
Unit #HA000683O;3.608
Plant #DV200024G;36.66
Unit #MF000885J;0.699
Unit #GN001051C;9.213
Unit #VE000844G;7.598
Unit #BG000218U;5.87
Unit #OC001249M;4.946
Module #WA101163F;78.275
Unit #TV001157G;3.082
Unit #RF000447Q;2.665
Unit #NL001046P;4.359
Unit #QZ001192R;8.45
Unit #NZ001502Z;6.495
Unit #GT000807E;6.903
Unit #IR000542K;5.127
Unit #CL001098N;2.998
Unit #FX001212H;6.881
Unit #IK000428X;5.031
Unit #HK001494J;2.833
Unit #GQ000203X;8.395
Unit #WS000090K;7.774
Unit #GW001000U;1.557
Unit #ZP000295F;3.192
Unit #PG000850Z;4.781
Unit #DY001162X;4.179
Unit #QT001292F;4.822
Unit #TT000044G;6.423
Unit #VA000065Z;7.74
Unit #BY000664D;7.403
Unit #PE001602Z;2.886
Unit #FA000417U;7.555
Unit #NN000562H;8.885
Module #FU100246C;39.026
Plant #GV200186C;58.219
Unit #SC000016A;1.778
Unit #ND000165I;6.265
Unit #AY000632A;3.51
Unit #WQ001447G;2.031
Module #GK100900T;16.492
Unit #KS000871X;3.698
Unit #ZI001301G;4.123
Unit #JW000305X;6.196
Module #BL100045N;79.264
Module #RY100531I;87.805
Unit #KY000656Z;8.268
Unit #YN001633J;3.812
Unit #OX000628I;5.875
Unit #XA001231Z;3.312
Unit #ID001020L;6.056
Unit #IK000883O;4.997
Unit #AB001036S;0.505
Unit #GG000071X;3.439
Unit #ZU001205Z;5.364
Module #LG101121M;103.164
Facility complex #IE400061L;39968.117
Unit #XU000703F;2.758
Unit #WH000691J;4.325
Unit #SS000351X;8.324
Unit #EO000396J;4.45
Module #XG100489T;76.166
Unit #LD001567I;10.265
Unit #GE000464U;0.636
Unit #JL000521Y;6.009
Unit #BY000908Y;5.906
Unit #NB000130P;6.321
Unit #WU001320D;5.641
Unit #RL000662J;5.298
Unit #UJ001536N;7.126
Unit #FN001417O;2.685
Unit #VT001257W;7.298
Unit #YU001358O;4.525
Unit #NX000252B;1.821
Unit #QE001302X;1.021
Unit #QQ001342B;1.791
Unit #HQ000296L;5.552
Module #RJ101056T;7.2
Unit #SW001341K;8.555
Module #WR100128L;38.141
Unit #CH001427J;1.5
Unit #RO000077P;7.654
Unit #PC000346T;6.971
Unit #MV001613N;2.545
Module #RZ100413A;96.498
Unit #RU001435M;6.952
Unit #CD001551I;6.775
Unit #NM001379A;3.352
Unit #PG000524A;6.277
Unit #FO001335R;0.697
Unit #LS000832B;3.578
Unit #CQ000973C;5.783
Unit #MG000395Z;2.728
Module #NI100571E;75.245
Module #AV100758L;53.875
Unit #PT000406M;5.074
Unit #VC001338S;1.747
Unit #OW000825B;6.229
Unit #IK001236Z;3.819
Unit #FD000843J;5.74
Unit #LZ001428U;8.06
Unit #BA000787K;9.71
Unit #QE001548C;2.909
Unit #RJ000961J;0.861
Unit #LI001225B;4.145
Plant #RL200628L;1041.192
Unit #IW001495L;5.569
Unit #SF000485S;6.796
Unit #XU000309H;4.069
Unit #KI001583H;3.399
Unit #VO001328W;6.062
Unit #RS000220D;3.249
Unit #UA001425I;0.823
Unit #XW000127V;2.343
Unit #ZO000448F;3.307
Unit #TC000557G;5.203
Unit #NB000767D;1.306
Unit #SZ001545V;2.533
Unit #IA000988B;4.759
Unit #YV001313G;9.277
Module #JM100396O;61.777
Unit #ER001057K;2.416
Unit #CZ001455A;1.563
Unit #MX000581P;5.411
Unit #GE000930R;0.946
Module #ZN100479J;92.609
Unit #XK001309X;4.732
Unit #AH000809Q;6.396
Unit #RT000501F;4.871
Unit #EI001555R;7.063
Module #GE100376W;37.023
Unit #RL001635E;3.153
Unit #OZ000523G;5.879
Unit #UH000210T;3.92
Unit #XK000205Z;10.856
Module #KF100739Y;31.829
Unit #CT001636C;7.995
Unit #VX000724L;1.751
Unit #AN001554T;5.485
Unit #CB000379X;5.288
Unit #KV000583W;1.9
Unit #TK000762Y;7.695
Unit #CZ001173H;2.722
Module #XP100145P;9.608
Unit #WP001389J;6.599
Unit #IT001383W;2.184
Unit #BA000996J;5.376
Unit #JQ001372G;4.544
Unit #DS000640W;7.302
Unit #BD000254X;2.811
Unit #NF001070E;6.651
Unit #CO000556L;7.238
Unit #EW001062G;4.804
Unit #BN000553U;3.01
Unit #GP000626O;2.476
Unit #XT000773O;7.356
Unit #AA000110H;6.112
